"p1","p2","p3","rmse_i","rmse_ii","rmse_iii","rmse_iv","N1"
0.945945945945946,0.027027027027027,0.027027027027027,0.00987526541828474,0.0382219689600932,0.00987098600898391,0.00987054558285765,622
0.918918918918919,0.0540540540540541,0.027027027027027,0.0227469112806021,0.0227448648211075,0.0227459090948828,0.022746367263148,251
0.891891891891892,0.0810810810810811,0.027027027027027,0.0121752152670342,0.0121687586692098,0.0121683268431362,0.0121685468348483,460
0.864864864864865,0.108108108108108,0.027027027027027,0.00859093024645678,0.00859118302048598,0.00859092431161547,0.00859097735200821,573
0.837837837837838,0.135135135135135,0.027027027027027,0.043016336807948,0.0430161907363303,0.0430164301790189,0.0430164773163497,69
0.810810810810811,0.162162162162162,0.027027027027027,0.0154242411744042,0.0154262506788562,0.015464933016644,0.0154243022054628,623
0.783783783783784,0.189189189189189,0.027027027027027,0.0480949653427093,0.0480945596472343,0.0480940690778763,0.0480949470812221,74
0.756756756756757,0.216216216216216,0.027027027027027,0.0280285808432612,0.0280283371955748,0.0280294800812763,0.0280276109820614,303
0.72972972972973,0.243243243243243,0.027027027027027,0.0536013642678467,0.603340403432218,0.0536001548269732,0.0536014965636501,396
0.702702702702703,0.27027027027027,0.027027027027027,0.0834939942696845,0.083492571118074,0.0834961267222915,0.0834962090096454,719
0.675675675675676,0.297297297297297,0.027027027027027,0.0192389383440427,0.197381784017239,0.0192372422962217,0.0192381120531847,453
0.648648648648649,0.324324324324324,0.027027027027027,0.138517746160729,0.138517558330845,0.138517638854449,0.138517762003107,53
0.621621621621622,0.351351351351351,0.027027027027027,0.0593434115270414,0.22847253814798,0.0593440609294435,0.0593431670460327,221
0.594594594594595,0.378378378378378,0.027027027027027,0.0245897546123231,0.143459061288265,0.0245943908539446,0.0245892452192513,466
0.567567567567568,0.405405405405405,0.027027027027027,0.0801166126867281,0.0801149701495752,0.0801156538714601,0.0801165946576822,922
0.540540540540541,0.432432432432432,0.027027027027027,0.0720627091721385,0.072063849627494,0.0720494489058811,0.0720647172354026,128
0.513513513513513,0.459459459459459,0.027027027027027,0.0438996676171146,0.0438983786371129,0.0438999231504236,0.0438995148908036,180
0.486486486486487,0.486486486486487,0.027027027027027,0.0304577645650603,0.0304589399426407,0.0304641450458665,0.0304563512127448,160
0.459459459459459,0.513513513513513,0.027027027027027,0.43073993109466,0.112130810849907,0.112130598618579,0.112130511556946,217
0.432432432432432,0.540540540540541,0.027027027027027,0.130774458461125,0.130774833608715,0.13077394795416,0.130774520783281,80
0.405405405405405,0.567567567567568,0.027027027027027,0.0889674584674785,0.0889686992623532,0.0889674965939543,0.0889675275828628,80
0.918918918918919,0.027027027027027,0.0540540540540541,0.0190056324941463,0.0190105577059283,0.0190147384280306,0.0190058090707282,680
